iter,random_start,ad_start,actual_ad,in_db,detected_ad,input_confidence,result
thirty_second,387052,387052,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.02,True
first_10_slice,190000,190000,juice_wrld,True,subway-enc,0.01,True
second_10_slice,190000,200000,juice_wrld,True,walmart-enc,0.01,True
third_10_slice,190000,210000,juice_wrld,True,Eat what makes you happy  Dum Dum Fire Fire  Zomato-enc,0.01,True
first_20_slice,190000,190000,juice_wrld,True,OnePlus 12 - Smooth Beyond Belief-enc,0.03,True
second_20_slice,190000,200000,juice_wrld,True,verizon-enc,0.02,True
thirty_second,190000,190000,juice_wrld,True,The-Lights-Galaxia--While-She-Sleeps-enc,0.05,True
first_10_slice,639322,639322,Great for the Good  ft. Neeraj Chopra  CRED-enc,False,Great for the Good  ft. Neeraj Chopra  CRED-enc,0.03,True
second_10_slice,639322,649322,Great for the Good  ft. Neeraj Chopra  CRED-enc,False,Great for the good  ft. Rahul Dravid  CRED-enc,0.02,False
third_10_slice,639322,659322,Great for the good  ft. Rahul Dravid  CRED-enc,False,Great for the good  ft. Rahul Dravid  CRED-enc,0.01,True
first_20_slice,639322,639322,Great for the Good  ft. Neeraj Chopra  CRED-enc,False,Great for the Good  ft. Neeraj Chopra  CRED-enc,0.03,True
second_20_slice,639322,649322,Great for the good  ft. Rahul Dravid  CRED-enc,False,Great for the good  ft. Rahul Dravid  CRED-enc,0.02,True
thirty_second,639322,639322,Great for the Good  ft. Neeraj Chopra  CRED-enc,False,Great for the Good  ft. Neeraj Chopra  CRED-enc,0.02,True
first_10_slice,328164,328164,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.03,True
second_10_slice,328164,338164,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.01,True
third_10_slice,328164,348164,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.03,True
first_20_slice,328164,328164,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.02,True
second_20_slice,328164,338164,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.02,True
thirty_second,328164,328164,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.02,True
first_10_slice,479547,479547,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Farmlite Millet Cookies to make you go Ohohoho!-enc,0.03,True
second_10_slice,479547,489547,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Farmlite Millet Cookies to make you go Ohohoho!-enc,0.03,True
third_10_slice,479547,499547,Furlenco presents the Home Sapiens-enc,False,Furlenco presents the Home Sapiens-enc,0.03,True
first_20_slice,479547,479547,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Farmlite Millet Cookies to make you go Ohohoho!-enc,0.03,True
second_20_slice,479547,489547,Furlenco presents the Home Sapiens-enc,False,Farmlite Millet Cookies to make you go Ohohoho!-enc,0.02,False
thirty_second,479547,479547,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Farmlite Millet Cookies to make you go Ohohoho!-enc,0.02,True
first_10_slice,856760,856760,Myntra x Kiara Advani (Flight)-enc,False,Be Extraordinary Everyday With Myntra-enc,0.02,False
second_10_slice,856760,866760,Myntra x Kiara Advani (Flight)-enc,False,Be Extraordinary Everyday With Myntra-enc,0.03,False
third_10_slice,856760,876760,Myntra x Kiara Advani (Flight)-enc,False,Be Extraordinary Everyday With Myntra-enc,0.02,False
first_20_slice,856760,856760,Myntra x Kiara Advani (Flight)-enc,False,Myntra x Kiara Advani (Flight)-enc,0.02,True
second_20_slice,856760,866760,Myntra x Kiara Advani (Flight)-enc,False,Be Extraordinary Everyday With Myntra-enc,0.02,False
thirty_second,856760,856760,Myntra x Kiara Advani (Flight)-enc,False,Myntra x Kiara Advani (Flight)-enc,0.02,True
first_10_slice,82330,82330,juice_wrld,True,Save Your Team From Endless Writing Tasks  Grammarly for Business-enc,0.01,True
second_10_slice,82330,92330,juice_wrld,True,Introducing iPhone 15  WOW  Apple-enc,0.02,True
third_10_slice,82330,102330,juice_wrld,True,Play it different  CRED-enc,0.01,True
first_20_slice,82330,82330,juice_wrld,True,Save Your Team From Endless Writing Tasks  Grammarly for Business-enc,0.01,True
second_20_slice,82330,92330,juice_wrld,True,Introducing iPhone 15  WOW  Apple-enc,0.02,True
thirty_second,82330,82330,juice_wrld,True,Save Your Team From Endless Writing Tasks  Grammarly for Business-enc,0.01,True
first_10_slice,744037,744037,saajna,True,Furlenco presents the Home Sapiens-enc,0.02,True
second_10_slice,744037,754037,saajna,True,OnePlus 11R 5G Solar Red  Relive the Red Rush-enc,0.01,True
third_10_slice,744037,764037,saajna,True,OnePlus 12 - Smooth Beyond Belief-enc,0.03,True
first_20_slice,744037,744037,saajna,True,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.02,True
second_20_slice,744037,754037,saajna,True,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.02,True
thirty_second,744037,744037,saajna,True,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.01,True
first_10_slice,421595,421595,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.04,True
second_10_slice,421595,431595,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.02,True
third_10_slice,421595,441595,Manyavar-enc,False,Manyavar-enc,0.01,True
first_20_slice,421595,421595,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.04,True
second_20_slice,421595,431595,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.02,True
thirty_second,421595,421595,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.03,True
first_10_slice,353844,353844,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.02,True
second_10_slice,353844,363844,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.02,True
third_10_slice,353844,373844,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.03,True
first_20_slice,353844,353844,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.02,True
second_20_slice,353844,363844,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,OnePlus 12 - Smooth Beyond Belief-enc,0.03,False
thirty_second,353844,353844,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.02,True
first_10_slice,164875,164875,juice_wrld,True,Be Extraordinary Everyday With Myntra-enc,0.01,True
second_10_slice,164875,174875,juice_wrld,True,Play it different  ft. Ravi Shastri  CRED-enc,0.01,True
third_10_slice,164875,184875,juice_wrld,True,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",0.01,True
first_20_slice,164875,164875,juice_wrld,True,Urban Company  Salon at Home-enc,0.01,True
second_20_slice,164875,174875,juice_wrld,True,Play it different  ft. Ravi Shastri  CRED-enc,0.01,True
thirty_second,164875,164875,juice_wrld,True,Great for the good  ft. Rahul Dravid  CRED-enc,0.01,True
first_10_slice,135397,135397,juice_wrld,True,OnePlus 12 - Smooth Beyond Belief-enc,0.03,True
second_10_slice,135397,145397,juice_wrld,True,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.01,True
third_10_slice,135397,155397,juice_wrld,True,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.01,True
first_20_slice,135397,135397,juice_wrld,True,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.01,True
second_20_slice,135397,145397,juice_wrld,True,Amazon.in - Aaj kya Khareeda_  Personal Care-enc,0.01,True
thirty_second,135397,135397,juice_wrld,True,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.01,True
first_10_slice,131903,131903,juice_wrld,True,OnePlus 11R 5G Solar Red  Relive the Red Rush-enc,0.01,True
second_10_slice,131903,141903,juice_wrld,True,Myntra x Kiara Advani (Flight)-enc,0.01,True
third_10_slice,131903,151903,juice_wrld,True,OnePlus 12 - Smooth Beyond Belief-enc,0.04,True
first_20_slice,131903,131903,juice_wrld,True,OnePlus 11R 5G Solar Red  Relive the Red Rush-enc,0.01,True
second_20_slice,131903,141903,juice_wrld,True,The-Lights-Galaxia--While-She-Sleeps-enc,0.06,True
thirty_second,131903,131903,juice_wrld,True,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",0.01,True
first_10_slice,295804,295804,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.05,True
second_10_slice,295804,305804,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.02,True
third_10_slice,295804,315804,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.05,True
first_20_slice,295804,295804,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.03,True
second_20_slice,295804,305804,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.03,True
thirty_second,295804,295804,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.03,True
first_10_slice,543200,543200,Introducing iPhone 15  WOW  Apple-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.06,True
second_10_slice,543200,553200,Introducing iPhone 15  WOW  Apple-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.1,True
third_10_slice,543200,563200,Introducing iPhone 15  WOW  Apple-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.11,True
first_20_slice,543200,543200,Introducing iPhone 15  WOW  Apple-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.08,True
second_20_slice,543200,553200,Introducing iPhone 15  WOW  Apple-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.1,True
thirty_second,543200,543200,Introducing iPhone 15  WOW  Apple-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.07,True
first_10_slice,186642,186642,juice_wrld,True,Be Extraordinary Everyday With Myntra-enc,0.01,True
second_10_slice,186642,196642,juice_wrld,True,subway-enc,0.01,True
third_10_slice,186642,206642,juice_wrld,True,subway-enc,0.01,True
first_20_slice,186642,186642,juice_wrld,True,OnePlus 12 - Smooth Beyond Belief-enc,0.03,True
second_20_slice,186642,196642,juice_wrld,True,pizza_hut-enc,0.01,True
thirty_second,186642,186642,juice_wrld,True,OnePlus 12 - Smooth Beyond Belief-enc,0.02,True
first_10_slice,192382,192382,juice_wrld,True,Great for the Good  ft. Neeraj Chopra  CRED-enc,0.01,True
second_10_slice,192382,202382,juice_wrld,True,OnePlus 12 - Smooth Beyond Belief-enc,0.03,True
third_10_slice,192382,212382,juice_wrld,True,OnePlus 12 - Smooth Beyond Belief-enc,0.03,True
first_20_slice,192382,192382,juice_wrld,True,Great for the Good  ft. Neeraj Chopra  CRED-enc,0.01,True
second_20_slice,192382,202382,juice_wrld,True,OnePlus 12 - Smooth Beyond Belief-enc,0.03,True
thirty_second,192382,192382,juice_wrld,True,OnePlus 12 - Smooth Beyond Belief-enc,0.02,True
first_10_slice,312685,312685,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.04,True
second_10_slice,312685,322685,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.04,True
third_10_slice,312685,332685,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.01,True
first_20_slice,312685,312685,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.04,True
second_20_slice,312685,322685,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.03,True
thirty_second,312685,312685,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.03,True
first_10_slice,841468,841468,saajna,True,OnePlus 12 - Smooth Beyond Belief-enc,0.02,True
second_10_slice,841468,851468,Myntra x Kiara Advani (Flight)-enc,False,Be Extraordinary Everyday With Myntra-enc,0.01,False
third_10_slice,841468,861468,Myntra x Kiara Advani (Flight)-enc,False,Be Extraordinary Everyday With Myntra-enc,0.03,False
first_20_slice,841468,841468,saajna,True,Be Extraordinary Everyday With Myntra-enc,0.01,True
second_20_slice,841468,851468,Myntra x Kiara Advani (Flight)-enc,False,Myntra x Kiara Advani (Flight)-enc,0.02,True
thirty_second,841468,841468,Myntra x Kiara Advani (Flight)-enc,False,Be Extraordinary Everyday With Myntra-enc,0.02,False
first_10_slice,361672,361672,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.03,True
second_10_slice,361672,371672,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.03,True
third_10_slice,361672,381672,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.02,True
first_20_slice,361672,361672,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.02,True
second_20_slice,361672,371672,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.02,True
thirty_second,361672,361672,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.02,True
first_10_slice,442610,442610,Manyavar-enc,False,Manyavar-enc,0.01,True
second_10_slice,442610,452610,Manyavar-enc,False,Manyavar-enc,0.02,True
third_10_slice,442610,462610,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Farmlite Millet Cookies to make you go Ohohoho!-enc,0.02,True
first_20_slice,442610,442610,Manyavar-enc,False,Manyavar-enc,0.01,True
second_20_slice,442610,452610,Manyavar-enc,False,Manyavar-enc,0.01,True
thirty_second,442610,442610,Manyavar-enc,False,Manyavar-enc,0.01,True
first_10_slice,401731,401731,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.03,True
second_10_slice,401731,411731,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.02,True
third_10_slice,401731,421731,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.04,True
first_20_slice,401731,401731,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.03,True
second_20_slice,401731,411731,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.02,True
thirty_second,401731,401731,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.03,True
first_10_slice,700180,700180,saajna,True,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.01,True
second_10_slice,700180,710180,saajna,True,Spotify  Sabzi Mandi Sync-enc,0.01,True
third_10_slice,700180,720180,saajna,True,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.01,True
first_20_slice,700180,700180,saajna,True,No geometry box_ No problem for #SuperPapa!-enc,0.01,True
second_20_slice,700180,710180,saajna,True,Spotify  Sabzi Mandi Sync-enc,0.01,True
thirty_second,700180,700180,saajna,True,Save Your Team From Endless Writing Tasks  Grammarly for Business-enc,0.01,True
first_10_slice,309274,309274,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.03,True
second_10_slice,309274,319274,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.04,True
third_10_slice,309274,329274,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.03,True
first_20_slice,309274,309274,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.03,True
second_20_slice,309274,319274,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.04,True
thirty_second,309274,309274,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.03,True
first_10_slice,515534,515534,Furlenco presents the Home Sapiens-enc,False,Furlenco presents the Home Sapiens-enc,0.02,True
second_10_slice,515534,525534,Furlenco presents the Home Sapiens-enc,False,Great for the Good  ft. Neeraj Chopra  CRED-enc,0.02,False
third_10_slice,515534,535534,Introducing iPhone 15  WOW  Apple-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.05,True
first_20_slice,515534,515534,Furlenco presents the Home Sapiens-enc,False,Furlenco presents the Home Sapiens-enc,0.03,True
second_20_slice,515534,525534,Furlenco presents the Home Sapiens-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.03,False
thirty_second,515534,515534,Furlenco presents the Home Sapiens-enc,False,Furlenco presents the Home Sapiens-enc,0.03,True
first_10_slice,780920,780920,saajna,True,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.01,True
second_10_slice,780920,790920,saajna,True,Spotify  Sabzi Mandi Sync-enc,0.01,True
third_10_slice,780920,800920,saajna,True,Spotify  Sabzi Mandi Sync-enc,0.01,True
first_20_slice,780920,780920,saajna,True,OnePlus 12 - Smooth Beyond Belief-enc,0.03,True
second_20_slice,780920,790920,saajna,True,Spotify  Sabzi Mandi Sync-enc,0.01,True
thirty_second,780920,780920,saajna,True,Eat what makes you happy  Dum Dum Fire Fire  Zomato-enc,0.01,True
first_10_slice,794912,794912,saajna,True,Eat what makes you happy  Dum Dum Fire Fire  Zomato-enc,0.01,True
second_10_slice,794912,804912,saajna,True,The-Lights-Galaxia--While-She-Sleeps-enc,0.04,True
third_10_slice,794912,814912,saajna,True,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.02,True
first_20_slice,794912,794912,saajna,True,Eat what makes you happy  Dum Dum Fire Fire  Zomato-enc,0.01,True
second_20_slice,794912,804912,saajna,True,The-Lights-Galaxia--While-She-Sleeps-enc,0.04,True
thirty_second,794912,794912,saajna,True,OnePlus 11R 5G Solar Red  Relive the Red Rush-enc,0.01,True
first_10_slice,570997,570997,Introducing iPhone 15  WOW  Apple-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.08,True
second_10_slice,570997,580997,Introducing iPhone 15  WOW  Apple-enc,False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",0.01,False
third_10_slice,570997,590997,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",0.02,True
first_20_slice,570997,570997,Introducing iPhone 15  WOW  Apple-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.05,True
second_20_slice,570997,580997,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",0.01,True
thirty_second,570997,570997,Introducing iPhone 15  WOW  Apple-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.04,True
first_10_slice,621113,621113,Great for the Good  ft. Neeraj Chopra  CRED-enc,False,The-Lights-Galaxia--While-She-Sleeps-enc,0.03,False
second_10_slice,621113,631113,Great for the Good  ft. Neeraj Chopra  CRED-enc,False,Great for the Good  ft. Neeraj Chopra  CRED-enc,0.02,True
third_10_slice,621113,641113,Great for the Good  ft. Neeraj Chopra  CRED-enc,False,Great for the Good  ft. Neeraj Chopra  CRED-enc,0.03,True
first_20_slice,621113,621113,Great for the Good  ft. Neeraj Chopra  CRED-enc,False,Great for the Good  ft. Neeraj Chopra  CRED-enc,0.02,True
second_20_slice,621113,631113,Great for the Good  ft. Neeraj Chopra  CRED-enc,False,Great for the Good  ft. Neeraj Chopra  CRED-enc,0.02,True
thirty_second,621113,621113,Great for the Good  ft. Neeraj Chopra  CRED-enc,False,OnePlus 12 - Smooth Beyond Belief-enc,0.03,False
first_10_slice,395229,395229,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.02,False
second_10_slice,395229,405229,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.03,True
third_10_slice,395229,415229,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.04,True
first_20_slice,395229,395229,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.03,True
second_20_slice,395229,405229,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.03,True
thirty_second,395229,395229,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.03,True
first_10_slice,485831,485831,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Farmlite Millet Cookies to make you go Ohohoho!-enc,0.04,True
second_10_slice,485831,495831,Furlenco presents the Home Sapiens-enc,False,Furlenco presents the Home Sapiens-enc,0.03,True
third_10_slice,485831,505831,Furlenco presents the Home Sapiens-enc,False,Furlenco presents the Home Sapiens-enc,0.02,True
first_20_slice,485831,485831,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Farmlite Millet Cookies to make you go Ohohoho!-enc,0.02,True
second_20_slice,485831,495831,Furlenco presents the Home Sapiens-enc,False,Furlenco presents the Home Sapiens-enc,0.03,True
thirty_second,485831,485831,Furlenco presents the Home Sapiens-enc,False,Farmlite Millet Cookies to make you go Ohohoho!-enc,0.02,False
first_10_slice,298747,298747,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.04,True
second_10_slice,298747,308747,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.03,True
third_10_slice,298747,318747,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.04,True
first_20_slice,298747,298747,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.03,True
second_20_slice,298747,308747,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.04,True
