iter,random_start,ad_start,actual_ad,in_db,detected_ad,input_confidence,result
1,570602,580602,Introducing iPhone 15  WOW  Apple-enc,False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec",0.08,False
2,570602,590602,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec",0.1,False
0,800841,800841,saajna,True,Be Extraordinary Everyday With Myntra,0.05,True
1,800841,810841,saajna,True,Furlenco presents the Home Sapiens,0.04,True
2,800841,820841,saajna,True,Be Extraordinary Everyday With Myntra,0.04,True
0,769136,769136,saajna,True,Furlenco presents the Home Sapiens,0.05,True
1,769136,779136,saajna,True,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation,0.06,True
2,769136,789136,saajna,True,OnePlus 12 - Smooth Beyond Belief,0.1,True
0,346677,346677,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation,0.08,False
1,346677,356677,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation,0.1,False
2,346677,366677,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation,0.09,False
0,680707,680707,saajna,True,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation,0.04,True
1,680707,690707,saajna,True,Eat what makes you happy  Dum Dum Fire Fire  Zomato,0.02,True
2,680707,700707,saajna,True,OnePlus 12 - Smooth Beyond Belief,0.08,True
0,91332,91332,juice_wrld,True,Be Extraordinary Everyday With Myntra,0.04,True
1,91332,101332,juice_wrld,True,Eat what makes you happy  Dum Dum Fire Fire  Zomato,0.02,True
2,91332,111332,juice_wrld,True,Introducing iPhone 15  WOW  Apple,0.06,True
0,438505,438505,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,OnePlus 12 - Smooth Beyond Belief,0.11,False
1,438505,448505,Manyavar-enc,False,verizon,0.05,False
2,438505,458505,Manyavar-enc,False,Farmlite Millet Cookies to make you go Ohohoho!,0.05,False
0,710613,710613,saajna,True,Furlenco presents the Home Sapiens,0.06,True
1,710613,720613,saajna,True,OnePlus 12 - Smooth Beyond Belief,0.1,True
2,710613,730613,saajna,True,verizon,0.06,True
0,272522,272522,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.06,False
1,272522,282522,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.12,False
2,272522,292522,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.12,False
0,588712,588712,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec",0.1,False
1,588712,598712,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec",0.1,False
2,588712,608712,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec",0.08,False
0,247583,247583,juice_wrld,True,Introducing iPhone 15  WOW  Apple,0.05,True
1,247583,257583,juice_wrld,True,You can quickly pay with no PIN with UPI lite on PhonePe,0.01,True
2,247583,267583,juice_wrld,True,walmart,0.02,True
0,299025,299025,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.11,False
1,299025,309025,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.11,False
2,299025,319025,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.11,False
0,660154,660154,Great for the good  ft. Rahul Dravid  CRED-enc,False,Great for the good  ft. Rahul Dravid  CRED,0.07,False
1,660154,670154,Great for the good  ft. Rahul Dravid  CRED-enc,False,Furlenco presents the Home Sapiens,0.05,False
2,660154,680154,saajna,True,OnePlus 12 - Smooth Beyond Belief,0.06,True
0,223426,223426,juice_wrld,True,Furlenco presents the Home Sapiens,0.07,True
1,223426,233426,juice_wrld,True,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation,0.04,True
2,223426,243426,juice_wrld,True,Farmlite Millet Cookies to make you go Ohohoho!,0.04,True
0,153814,153814,juice_wrld,True,Introducing iPhone 15  WOW  Apple,0.09,True
1,153814,163814,juice_wrld,True,OnePlus 12 - Smooth Beyond Belief,0.11,True
2,153814,173814,juice_wrld,True,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation,0.05,True
0,73594,73594,juice_wrld,True,Save Your Team From Endless Writing Tasks  Grammarly for Business,0.03,True
1,73594,83594,juice_wrld,True,subway,0.04,True
2,73594,93594,juice_wrld,True,verizon,0.05,True
0,13485,13485,subway-enc,False,subway,0.09,False
1,13485,23485,subway-enc,False,subway,0.09,False
2,13485,33485,subway-enc,False,subway,0.08,False
0,226055,226055,juice_wrld,True,OnePlus 12 - Smooth Beyond Belief,0.1,True
1,226055,236055,juice_wrld,True,Urban Company  Salon at Home,0.04,True
2,226055,246055,juice_wrld,True,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec",0.04,True
0,3779,3779,subway-enc,False,subway,0.06,False
1,3779,13779,subway-enc,False,subway,0.08,False
2,3779,23779,subway-enc,False,subway,0.09,False
0,533156,533156,Furlenco presents the Home Sapiens-enc,False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec",0.05,False
1,533156,543156,Introducing iPhone 15  WOW  Apple-enc,False,OnePlus 12 - Smooth Beyond Belief,0.11,False
2,533156,553156,Introducing iPhone 15  WOW  Apple-enc,False,Play it different  CRED,0.04,False
0,507706,507706,Furlenco presents the Home Sapiens-enc,False,Introducing iPhone 15  WOW  Apple,0.07,False
1,507706,517706,Furlenco presents the Home Sapiens-enc,False,verizon,0.07,False
2,507706,527706,Furlenco presents the Home Sapiens-enc,False,Great for the Good  ft. Neeraj Chopra  CRED,0.06,False
0,31765,31765,subway-enc,False,subway,0.08,False
1,31765,41765,subway-enc,False,subway,0.07,False
2,31765,51765,Play it different  ft. Ravi Shastri  CRED-enc,False,Play it different  ft. Ravi Shastri  CRED,0.06,False
0,502655,502655,Furlenco presents the Home Sapiens-enc,False,Introducing iPhone 15  WOW  Apple,0.06,False
1,502655,512655,Furlenco presents the Home Sapiens-enc,False,Furlenco presents the Home Sapiens,0.06,False
2,502655,522655,Furlenco presents the Home Sapiens-enc,False,verizon,0.06,False
0,36971,36971,subway-enc,False,subway,0.08,False
1,36971,46971,Play it different  ft. Ravi Shastri  CRED-enc,False,Play it different  ft. Ravi Shastri  CRED,0.06,False
2,36971,56971,Play it different  ft. Ravi Shastri  CRED-enc,False,Play it different  ft. Ravi Shastri  CRED,0.05,False
0,238447,238447,juice_wrld,True,Farmlite Millet Cookies to make you go Ohohoho!,0.03,True
1,238447,248447,juice_wrld,True,Introducing iPhone 15  WOW  Apple,0.06,True
2,238447,258447,juice_wrld,True,verizon,0.03,True
0,456638,456638,Manyavar-enc,False,Farmlite Millet Cookies to make you go Ohohoho!,0.06,False
1,456638,466638,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Farmlite Millet Cookies to make you go Ohohoho!,0.09,False
2,456638,476638,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Farmlite Millet Cookies to make you go Ohohoho!,0.15,False
0,488970,488970,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Farmlite Millet Cookies to make you go Ohohoho!,0.1,False
1,488970,498970,Furlenco presents the Home Sapiens-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.05,False
2,488970,508970,Furlenco presents the Home Sapiens-enc,False,Myntra x Kiara Advani (Flight),0.05,False
0,316824,316824,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.11,False
1,316824,326824,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.11,False
2,316824,336824,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation,0.06,False
0,59821,59821,Play it different  ft. Ravi Shastri  CRED-enc,False,Play it different  ft. Ravi Shastri  CRED,0.05,False
1,59821,69821,juice_wrld,True,Furlenco presents the Home Sapiens,0.05,True
2,59821,79821,juice_wrld,True,Introducing iPhone 15  WOW  Apple,0.07,True
0,848293,848293,saajna,True,Be Extraordinary Everyday With Myntra,0.05,True
1,848293,858293,Myntra x Kiara Advani (Flight)-enc,False,Be Extraordinary Everyday With Myntra,0.08,False
2,848293,868293,Myntra x Kiara Advani (Flight)-enc,False,Be Extraordinary Everyday With Myntra,0.07,False
0,487031,487031,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Farmlite Millet Cookies to make you go Ohohoho!,0.12,False
1,487031,497031,Furlenco presents the Home Sapiens-enc,False,Farmlite Millet Cookies to make you go Ohohoho!,0.04,False
2,487031,507031,Furlenco presents the Home Sapiens-enc,False,OnePlus 12 - Smooth Beyond Belief,0.13,False
0,223441,223441,juice_wrld,True,Furlenco presents the Home Sapiens,0.06,True
1,223441,233441,juice_wrld,True,Farmlite Millet Cookies to make you go Ohohoho!,0.03,True
2,223441,243441,juice_wrld,True,Myntra x Kiara Advani (Flight),0.05,True
0,814480,814480,saajna,True,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.05,True
1,814480,824480,saajna,True,Be Extraordinary Everyday With Myntra,0.04,True
2,814480,834480,saajna,True,Introducing iPhone 15  WOW  Apple,0.06,True
0,322390,322390,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.09,False
1,322390,332390,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.1,False
2,322390,342390,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation,0.07,False
0,374488,374488,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation,0.08,False
1,374488,384488,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation,0.08,False
2,374488,394488,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation,0.08,False
0,446254,446254,Manyavar-enc,False,Furlenco presents the Home Sapiens,0.05,False
1,446254,456254,Manyavar-enc,False,Farmlite Millet Cookies to make you go Ohohoho!,0.06,False
2,446254,466254,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Farmlite Millet Cookies to make you go Ohohoho!,0.09,False
0,320073,320073,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.11,False
1,320073,330073,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.11,False
2,320073,340073,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation,0.07,False
0,392757,392757,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation,0.08,False
1,392757,402757,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan,0.11,False
2,392757,412757,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan,0.08,False
0,566933,566933,Introducing iPhone 15  WOW  Apple-enc,False,verizon,0.07,False
1,566933,576933,Introducing iPhone 15  WOW  Apple-enc,False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec",0.03,False
2,566933,586933,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec",0.1,False
0,584039,584039,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,OnePlus 12 - Smooth Beyond Belief,0.12,False
1,584039,594039,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec",0.11,False
2,584039,604039,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec",0.08,False
0,699739,699739,saajna,True,verizon,0.05,True
1,699739,709739,saajna,True,OnePlus 12 - Smooth Beyond Belief,0.09,True
2,699739,719739,saajna,True,Farmlite Millet Cookies to make you go Ohohoho!,0.04,True
0,39824,39824,subway-enc,False,subway,0.1,False
1,39824,49824,Play it different  ft. Ravi Shastri  CRED-enc,False,Play it different  ft. Ravi Shastri  CRED,0.04,False
2,39824,59824,Play it different  ft. Ravi Shastri  CRED-enc,False,Play it different  ft. Ravi Shastri  CRED,0.05,False
0,437369,437369,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan,0.05,False
1,437369,447369,Manyavar-enc,False,Furlenco presents the Home Sapiens,0.06,False
2,437369,457369,Manyavar-enc,False,Farmlite Millet Cookies to make you go Ohohoho!,0.06,False
0,719602,719602,saajna,True,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation,0.06,True
1,719602,729602,saajna,True,OnePlus 12 - Smooth Beyond Belief,0.1,True
2,719602,739602,saajna,True,Introducing iPhone 15  WOW  Apple,0.08,True
0,270702,270702,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.05,False
1,270702,280702,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.11,False
2,270702,290702,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.12,False
0,548584,548584,Introducing iPhone 15  WOW  Apple-enc,False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec",0.05,False
1,548584,558584,Introducing iPhone 15  WOW  Apple-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation,0.06,False
2,548584,568584,Introducing iPhone 15  WOW  Apple-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.06,False
0,649287,649287,Great for the Good  ft. Neeraj Chopra  CRED-enc,False,Great for the Good  ft. Neeraj Chopra  CRED,0.11,False
1,649287,659287,Great for the good  ft. Rahul Dravid  CRED-enc,False,Great for the good  ft. Rahul Dravid  CRED,0.05,False
2,649287,669287,Great for the good  ft. Rahul Dravid  CRED-enc,False,Great for the good  ft. Rahul Dravid  CRED,0.05,False
0,274698,274698,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.07,False
1,274698,284698,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.14,False
2,274698,294698,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.13,False
0,405254,405254,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan,0.14,False
1,405254,415254,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan,0.08,False
2,405254,425254,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan,0.09,False
0,290173,290173,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.14,False
1,290173,300173,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.12,False
2,290173,310173,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.09,False
0,32903,32903,subway-enc,False,subway,0.11,False
1,32903,42903,subway-enc,False,subway,0.05,False
2,32903,52903,Play it different  ft. Ravi Shastri  CRED-enc,False,Furlenco presents the Home Sapiens,0.06,False
0,508968,508968,Furlenco presents the Home Sapiens-enc,False,OnePlus 12 - Smooth Beyond Belief,0.14,False
1,508968,518968,Furlenco presents the Home Sapiens-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation,0.07,False
2,508968,528968,Furlenco presents the Home Sapiens-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan,0.05,False
0,258894,258894,juice_wrld,True,OnePlus 12 - Smooth Beyond Belief,0.03,True
1,258894,268894,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Play it different  CRED,0.01,False
2,258894,278894,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.11,False
0,137510,137510,juice_wrld,True,OnePlus 12 - Smooth Beyond Belief,0.1,True
1,137510,147510,juice_wrld,True,Urban Company  Salon at Home,0.04,True
2,137510,157510,juice_wrld,True,Be Extraordinary Everyday With Myntra,0.04,True
0,812074,812074,saajna,True,OnePlus 12 - Smooth Beyond Belief,0.1,True
1,812074,822074,saajna,True,Myntra x Kiara Advani (Flight),0.04,True
2,812074,832074,saajna,True,Furlenco presents the Home Sapiens,0.05,True
0,73607,73607,juice_wrld,True,No geometry box_ No problem for #SuperPapa!,0.02,True
1,73607,83607,juice_wrld,True,Be Extraordinary Everyday With Myntra,0.03,True
2,73607,93607,juice_wrld,True,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec",0.04,True
0,807585,807585,saajna,True,Be Extraordinary Everyday With Myntra,0.04,True
1,807585,817585,saajna,True,Play it different  CRED,0.03,True
2,807585,827585,saajna,True,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation,0.05,True
0,757469,757469,saajna,True,Furlenco presents the Home Sapiens,0.06,True
1,757469,767469,saajna,True,Be Extraordinary Everyday With Myntra,0.05,True
2,757469,777469,saajna,True,Great for the Good  ft. Neeraj Chopra  CRED,0.05,True
0,157864,157864,juice_wrld,True,Introducing iPhone 15  WOW  Apple,0.09,True
1,157864,167864,juice_wrld,True,Introducing iPhone 15  WOW  Apple,0.11,True
2,157864,177864,juice_wrld,True,Introducing iPhone 15  WOW  Apple,0.06,True
0,228851,228851,juice_wrld,True,Introducing iPhone 15  WOW  Apple,0.06,True
1,228851,238851,juice_wrld,True,subway,0.04,True
2,228851,248851,juice_wrld,True,Introducing iPhone 15  WOW  Apple,0.06,True
0,612423,612423,Great for the Good  ft. Neeraj Chopra  CRED-enc,False,Great for the Good  ft. Neeraj Chopra  CRED,0.09,False
1,612423,622423,Great for the Good  ft. Neeraj Chopra  CRED-enc,False,Great for the Good  ft. Neeraj Chopra  CRED,0.1,False
2,612423,632423,Great for the Good  ft. Neeraj Chopra  CRED-enc,False,Introducing iPhone 15  WOW  Apple,0.09,False
0,585694,585694,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec",0.1,False
1,585694,595694,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec",0.11,False
2,585694,605694,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec",0.09,False
0,373501,373501,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation,0.08,False
1,373501,383501,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation,0.08,False
2,373501,393501,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation,0.09,False
0,293949,293949,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.14,False
1,293949,303949,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.09,False
2,293949,313949,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.13,False
0,682021,682021,saajna,True,Furlenco presents the Home Sapiens,0.03,True
1,682021,692021,saajna,True,Great for the Good  ft. Neeraj Chopra  CRED,0.04,True
2,682021,702021,saajna,True,Play it different  CRED,0.03,True
0,445793,445793,Manyavar-enc,False,Furlenco presents the Home Sapiens,0.06,False
1,445793,455793,Manyavar-enc,False,Farmlite Millet Cookies to make you go Ohohoho!,0.05,False
2,445793,465793,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Farmlite Millet Cookies to make you go Ohohoho!,0.08,False
0,711198,711198,saajna,True,Introducing iPhone 15  WOW  Apple,0.06,True
1,711198,721198,saajna,True,OnePlus 12 - Smooth Beyond Belief,0.1,True
2,711198,731198,saajna,True,Great for the good  ft. Rahul Dravid  CRED,0.02,True
0,616148,616148,Great for the Good  ft. Neeraj Chopra  CRED-enc,False,Great for the Good  ft. Neeraj Chopra  CRED,0.12,False
1,616148,626148,Great for the Good  ft. Neeraj Chopra  CRED-enc,False,Great for the Good  ft. Neeraj Chopra  CRED,0.07,False
2,616148,636148,Great for the Good  ft. Neeraj Chopra  CRED-enc,False,Great for the Good  ft. Neeraj Chopra  CRED,0.08,False
0,196617,196617,juice_wrld,True,OnePlus 11R 5G Solar Red  Relive the Red Rush,0.03,True
1,196617,206617,juice_wrld,True,Furlenco presents the Home Sapiens,0.06,True
2,196617,216617,juice_wrld,True,Introducing iPhone 15  WOW  Apple,0.09,True
0,759704,759704,saajna,True,Introducing iPhone 15  WOW  Apple,0.08,True
1,759704,769704,saajna,True,verizon,0.05,True
2,759704,779704,saajna,True,Eat what makes you happy  Dum Dum Fire Fire  Zomato,0.03,True
0,499219,499219,Furlenco presents the Home Sapiens-enc,False,Be Extraordinary Everyday With Myntra,0.04,False
1,499219,509219,Furlenco presents the Home Sapiens-enc,False,Introducing iPhone 15  WOW  Apple,0.09,False
2,499219,519219,Furlenco presents the Home Sapiens-enc,False,Introducing iPhone 15  WOW  Apple,0.07,False
0,741518,741518,saajna,True,Introducing iPhone 15  WOW  Apple,0.06,True
1,741518,751518,saajna,True,Be Extraordinary Everyday With Myntra,0.05,True
2,741518,761518,saajna,True,Urban Company  Salon at Home,0.04,True
0,854241,854241,Myntra x Kiara Advani (Flight)-enc,False,Be Extraordinary Everyday With Myntra,0.08,False
1,854241,864241,Myntra x Kiara Advani (Flight)-enc,False,Myntra x Kiara Advani (Flight),0.08,False
2,854241,874241,Myntra x Kiara Advani (Flight)-enc,False,Be Extraordinary Everyday With Myntra,0.07,False
0,279109,279109,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.09,False
1,279109,289109,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.14,False
2,279109,299109,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.12,False
0,411960,411960,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan,0.08,False
1,411960,421960,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan,0.09,False
2,411960,431960,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan,0.09,False
0,711786,711786,saajna,True,Great for the Good  ft. Neeraj Chopra  CRED,0.04,True
1,711786,721786,saajna,True,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.04,True
2,711786,731786,saajna,True,Great for the good  ft. Rahul Dravid  CRED,0.02,True
0,326087,326087,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism,0.1,False
